split,pair_id,pair_order,error_cohort,target_role,cohort,selection_stratum,node_id,matched_node_id,label,predicted_class,fraud_logit,fraud_score,distance_to_threshold,in_degree,log1p_degree,sampled_event_count,score_bin,batch_key,match_score_bin_delta,match_score_delta,match_log1p_degree_delta,match_event_count_delta
test,test_fn_03,3,FN,error,FN,near_threshold,2298485,337489,1,0,1.1354241371154785,0.7568385004997253,0.0005488991737365723,1,0.6931471805599453,1,7,test_target_2298485,0,1.7881393432617188e-07,0.0,0
test,test_fn_03,3,FN,control,TN,matched_near_threshold,337489,2298485,0,0,1.135423183441162,0.756838321685791,0.0005490779876708984,1,0.6931471805599453,1,7,test_target_337489,0,1.7881393432617188e-07,0.0,0
test,test_fn_04,4,FN,error,FN,near_threshold,1443040,395679,1,0,1.1352540254592896,0.7568071484565735,0.0005802512168884277,3,1.3862943611198906,3,7,test_target_1443040,0,1.329183578491211e-05,0.0,0
test,test_fn_04,4,FN,control,TN,matched_near_threshold,395679,1443040,0,0,1.1351814270019531,0.7567938566207886,0.0005935430526733398,3,1.3862943611198906,3,7,test_target_395679,0,1.329183578491211e-05,0.0,0
test,test_fn_05,5,FN,error,FN,near_threshold,1530363,925681,1,0,1.1340889930725098,0.7565926909446716,0.0007947087287902832,2,1.0986122886681098,2,7,test_target_1530363,0,2.962350845336914e-05,0.0,0
test,test_fn_05,5,FN,control,TN,matched_near_threshold,925681,1530363,0,0,1.1342499256134033,0.756622314453125,0.0007650852203369141,2,1.0986122886681098,2,7,test_target_925681,0,2.962350845336914e-05,0.0,0
test,test_fn_06,6,FN,error,FN,near_threshold,2465333,1223072,1,0,1.133708119392395,0.756522536277771,0.000864863395690918,3,1.3862943611198906,3,7,test_target_2465333,0,3.218650817871094e-05,0.0,0
test,test_fn_06,6,FN,control,TN,matched_near_threshold,1223072,2465333,0,0,1.133533239364624,0.7564903497695923,0.0008970499038696289,3,1.3862943611198906,3,7,test_target_1223072,0,3.218650817871094e-05,0.0,0
test,test_fn_07,7,FN,error,FN,near_threshold,2593063,359675,1,0,1.1328792572021484,0.7563698887825012,0.0010175108909606934,3,1.3862943611198906,3,7,test_target_2593063,0,2.980232238769531e-07,0.0,0
test,test_fn_07,7,FN,control,TN,matched_near_threshold,359675,2593063,0,0,1.132878065109253,0.7563695907592773,0.0010178089141845703,3,1.3862943611198906,3,7,test_target_359675,0,2.980232238769531e-07,0.0,0
test,test_fn_08,8,FN,error,FN,near_threshold,745079,2378866,1,0,1.1327749490737915,0.7563506364822388,0.0010367631912231445,1,0.6931471805599453,1,7,test_target_745079,0,3.7550926208496094e-06,0.0,0
test,test_fn_08,8,FN,control,TN,matched_near_threshold,2378866,745079,0,0,1.1327546834945679,0.7563468813896179,0.0010405182838439941,1,0.6931471805599453,1,7,test_target_2378866,0,3.7550926208496094e-06,0.0,0
test,test_fn_09,9,FN,error,FN,near_threshold,2374039,1003673,1,0,1.1324573755264282,0.7562921643257141,0.0010952353477478027,1,0.6931471805599453,1,7,test_target_2374039,0,8.046627044677734e-06,0.0,0
test,test_fn_09,9,FN,control,TN,matched_near_threshold,1003673,2374039,0,0,1.1324137449264526,0.7562841176986694,0.0011032819747924805,1,0.6931471805599453,1,7,test_target_1003673,0,8.046627044677734e-06,0.0,0
test,test_fn_10,10,FN,error,FN,high_confidence,841612,871874,1,0,-6.92020320892334,0.0009866547770798206,0.7564007448963821,1,0.6931471805599453,1,0,test_target_841612,0,2.8528738766908646e-06,0.0,0
test,test_fn_10,10,FN,control,TN,matched_high_confidence,871874,841612,0,0,-6.917313098907471,0.0009895076509565115,0.7563978920225054,1,0.6931471805599453,1,0,test_target_871874,0,2.8528738766908646e-06,0.0,0
test,test_fn_11,11,FN,error,FN,high_confidence,2495407,142384,1,0,-5.879696369171143,0.002787840086966753,0.7545995595864952,2,1.0986122886681098,2,0,test_target_2495407,0,3.4498516470193863e-06,0.0,0
test,test_fn_11,11,FN,control,TN,matched_high_confidence,142384,2495407,0,0,-5.8809380531311035,0.0027843902353197336,0.7546030094381422,2,1.0986122886681098,2,0,test_target_142384,0,3.4498516470193863e-06,0.0,0
test,test_fn_12,12,FN,error,FN,high_confidence,3015378,1932532,1,0,-3.29544734954834,0.03572770208120346,0.7216596975922585,2,1.0986122886681098,2,0,test_target_3015378,0,8.728355169296265e-06,0.0,0
test,test_fn_12,12,FN,control,TN,matched_high_confidence,1932532,3015378,0,0,-3.295700788497925,0.035718973726034164,0.7216684259474277,2,1.0986122886681098,2,0,test_target_1932532,0,8.728355169296265e-06,0.0,0
test,test_fn_13,13,FN,error,FN,high_confidence,2874025,1387339,1,0,-3.0183353424072266,0.04660438373684883,0.7107830159366131,3,1.3862943611198906,3,0,test_target_2874025,0,2.804771065711975e-05,0.0,0
test,test_fn_13,13,FN,control,TN,matched_high_confidence,1387339,2874025,0,0,-3.0177042484283447,0.04663243144750595,0.710754968225956,3,1.3862943611198906,3,0,test_target_1387339,0,2.804771065711975e-05,0.0,0
test,test_fn_14,14,FN,error,FN,high_confidence,2883731,2287706,1,0,-2.718900203704834,0.06186727061867714,0.6955201290547848,3,1.3862943611198906,3,0,test_target_2883731,0,1.006200909614563e-05,0.0,0
test,test_fn_14,14,FN,control,TN,matched_high_confidence,2287706,2883731,0,0,-2.718726873397827,0.061877332627773285,0.6955100670456886,3,1.3862943611198906,3,0,test_target_2287706,0,1.006200909614563e-05,0.0,0
test,test_fn_15,15,FN,error,FN,high_confidence,2687475,1759915,1,0,-2.6119327545166016,0.0683743804693222,0.6890130192041397,5,1.791759469228055,5,0,test_target_2687475,0,2.483278512954712e-05,0.0,0
test,test_fn_15,15,FN,control,TN,matched_high_confidence,1759915,2687475,0,0,-2.6123228073120117,0.06834954768419266,0.6890378519892693,5,1.791759469228055,5,0,test_target_1759915,0,2.483278512954712e-05,0.0,0
test,test_fn_16,16,FN,error,FN,high_confidence,2130310,2920504,1,0,-2.5193772315979004,0.07451087981462479,0.6828765198588371,3,1.3862943611198906,3,0,test_target_2130310,0,7.860362529754639e-06,0.0,0
test,test_fn_16,16,FN,control,TN,matched_high_confidence,2920504,2130310,0,0,-2.519491195678711,0.07450301945209503,0.6828843802213669,3,1.3862943611198906,3,0,test_target_2920504,0,7.860362529754639e-06,0.0,0
test,test_fn_17,17,FN,error,FN,high_confidence,209710,1445328,1,0,-2.4898457527160645,0.07657310366630554,0.6808142960071564,2,1.0986122886681098,2,0,test_target_209710,0,9.253621101379395e-06,0.0,0
test,test_fn_17,17,FN,control,TN,matched_high_confidence,1445328,209710,0,0,-2.489976644515991,0.07656385004520416,0.6808235496282578,2,1.0986122886681098,2,0,test_target_1445328,0,9.253621101379395e-06,0.0,0
test,test_fn_18,18,FN,error,FN,high_confidence,3171909,2666013,1,0,-2.2984490394592285,0.09125149250030518,0.6661359071731567,2,1.0986122886681098,2,0,test_target_3171909,0,1.0654330253601074e-05,0.0,0
test,test_fn_18,18,FN,control,TN,matched_high_confidence,2666013,3171909,0,0,-2.2983205318450928,0.09126214683055878,0.6661252528429031,2,1.0986122886681098,2,0,test_target_2666013,0,1.0654330253601074e-05,0.0,0
test,test_fn_19,19,FN,error,FN,high_confidence,2278369,3560904,1,0,-2.279050350189209,0.09287292510271072,0.6645144745707512,2,1.0986122886681098,2,0,test_target_2278369,0,1.5132129192352295e-05,0.0,0
test,test_fn_19,19,FN,control,TN,matched_high_confidence,3560904,2278369,0,0,-2.2788708209991455,0.09288805723190308,0.6644993424415588,2,1.0986122886681098,2,0,test_target_3560904,0,1.5132129192352295e-05,0.0,0
