split,cohort,cohort_order,target_node_id,label,predicted_class,fraud_score,in_degree,community_id,community_size,community_risk,is_risky_community,community_train_fraud_lift,community_conductance,selected_internal_edge_ratio,selected_distinct_community_count,sampled_node_count,sampled_event_count,edge_explanation_unavailable,selected_edge_count,edge_sparsity,feature_sparsity,sufficiency_error,comprehensiveness,community_risk_feature_importance,community_risk_prior_logit_delta,community_risk_prior_fraud_score,community_risk_prior_score_delta,model_seed,explainer_seed,neighborhood_seed,explainer_config_id,stability_audited,explainer_seed_edge_jaccard_median,explainer_seed_node_jaccard_median,stability_passed,failure_flag,runtime_seconds,peak_rss_mib,edge_mask_max,random_sufficiency_error,random_comprehensiveness,degree_sufficiency_error,degree_comprehensiveness,recency_sufficiency_error,recency_comprehensiveness
validation,high_score_normal,3,945475,0,1,0.9949698204074032,2,802,3639,-0.8774855136871338,False,0.5911575027614715,0.0039082855653986,1.0,1,3,2,False,1,0.5,0.8571428571428572,0.0013669722877445167,0.0002388163380760977,0.3751148283481598,-0.07645988464355469,0.9953383654761451,-0.00036854506874184345,42,42,42,epochs50_lr001_default,False,,,,False,0.21658330000354908,1797.73046875,0.35010913014411926,0.0013669722877445167,0.0002388163380760977,0.0002388163380760977,-0.0013669722877445167,0.0002388163380760977,-0.0013669722877445167
validation,high_score_normal,4,1333573,0,1,0.9899544288781194,1,1655,1555,-0.23542380332946777,False,0.8903442576801882,0.0014753614635585,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.3422646852758148,0.37300851941108704,-0.021309375762939453,0.9901641458129805,-0.0002097169348611594,42,42,42,epochs50_lr001_default,False,,,,False,0.2118668000039179,1797.73828125,0.3131270408630371,0.0,0.3422646852758148,0.0,0.3422646852758148,0.0,0.3422646852758148
validation,high_score_normal,5,1193243,0,1,0.9883454240334643,1,1545,1543,0.8551965951919556,False,1.3985496083029505,0.004778972520908,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.29685052370057874,0.387439101934433,0.07237100601196289,0.9874816501719204,0.0008637738615439039,42,42,42,epochs50_lr001_default,False,,,,False,0.1950728999945568,1797.73828125,0.26435360312461853,0.0,0.29685052370057874,0.0,0.29685052370057874,0.0,0.29685052370057874
validation,high_score_normal,6,759199,0,1,0.9833325924276823,1,276,1967,-0.7868079543113708,False,0.6334112454438212,0.0038461538461538,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.27751616497972764,0.3740217089653015,-0.06867074966430664,0.9844215089912436,-0.0010889165635612486,42,42,42,epochs50_lr001_default,False,,,,False,0.16393399999651592,1797.73828125,0.26153746247291565,0.0,0.27751616497972764,0.0,0.27751616497972764,0.0,0.27751616497972764
validation,high_score_normal,7,2948849,0,1,0.9782028770740253,1,52,3882,3.0715558528900146,False,2.4313247036651293,0.008367707719505,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.07989973831049768,0.5926976799964905,0.26274776458740234,0.9718373367641352,0.006365540309890116,42,42,42,epochs50_lr001_default,False,,,,False,0.19262600000365637,1797.7421875,0.2371474653482437,0.0,0.07989973831049768,0.0,0.07989973831049768,0.0,0.07989973831049768
validation,high_score_normal,8,2795031,0,1,0.9769022753625459,1,52,3882,3.0715558528900146,False,2.4313247036651293,0.008367707719505,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.09571429581728097,0.5884453654289246,0.26274776458740234,0.9701684959354675,0.0067337794270784235,42,42,42,epochs50_lr001_default,False,,,,False,0.1869798000116134,1797.74609375,0.23713931441307068,0.0,0.09571429581728097,0.0,0.09571429581728097,0.0,0.09571429581728097
validation,high_score_normal,9,131031,0,1,0.9768028702872041,1,831,2080,1.200743317604065,False,1.5595668329430925,0.0055890900961323,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.2172167363433296,0.4147687256336212,0.10205221176147461,0.9743744081282314,0.002428462158972744,42,42,42,epochs50_lr001_default,False,,,,False,0.19906119999359362,1797.75,0.24328655004501343,0.0,0.2172167363433296,0.0,0.2172167363433296,0.0,0.2172167363433296
validation,low_score_fraud,0,2636796,1,0,0.009813944913441366,1,41,1907,0.2156396061182022,False,1.1005299842495362,0.0071530758226037,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.0020168897541987807,0.3732393980026245,0.017435550689697266,0.009645952687443856,0.0001679922259975094,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.170130499987863,1797.75,0.23686563968658447,0.0,0.0020168897541987807,0.0,0.0020168897541987807,0.0,0.0020168897541987807
validation,low_score_fraud,1,675905,1,0,0.020882426771088012,5,1332,1571,-1.7022106647491455,False,0.2068535415421903,0.004124926340601,1.0,1,6,5,False,1,0.8,0.8571428571428572,0.0007476422614811629,0.0017445586523037182,0.46074002981185913,-0.14730024337768555,0.02411658130750181,-0.0032341545364137983,42,42,42,epochs50_lr001_default,True,0.0,0.0,False,False,0.20090119999076705,1797.796875,0.8447912931442261,0.0003762519394365782,0.00013143258040915207,0.014634371924018508,-0.000768535544078297,0.0022935460294531973,-0.0003281891866768749
validation,low_score_fraud,2,2122757,1,0,0.02865973042470185,3,1191,2215,-1.5623897314071655,False,0.2720070666751005,0.0035918022395943,1.0,1,3,3,False,1,0.6666666666666667,0.8571428571428572,0.0012108881718848608,0.04107407883240588,0.3967248797416687,-0.13529014587402344,0.032675967000143954,-0.004016236575442103,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.1980953999882331,1797.80078125,0.6230602264404297,0.03721038904327034,0.00032727381117758636,0.048482320473879015,0.00030970362979299004,0.0012108881718848608,0.04107407883240588
validation,low_score_fraud,3,740442,1,0,0.03263094682410137,2,1540,3049,1.0433671474456787,False,1.486232969325079,0.0025942316496261,1.0,1,3,2,False,1,0.5,0.8571428571428572,0.03620232538933321,-0.013260257774236117,0.3747824728488922,0.08853435516357422,0.029948982982042256,0.002681963842059116,42,42,42,epochs50_lr001_default,False,,,,True,0.22128969999903347,1797.80078125,0.34663593769073486,0.013260257774236117,0.03620232538933321,0.013260257774236117,0.03620232538933321,0.013260257774236117,0.03620232538933321
validation,low_score_fraud,4,2287558,1,0,0.03637486867393743,8,4,2179,-1.2211709022521973,False,0.4310075611042729,0.0030185424752048,1.0,1,7,8,False,1,0.875,0.8571428571428572,0.13105189345033252,-0.0009511064990607165,0.5771628022193909,-0.10598087310791016,0.040277802168346796,-0.003902933494409365,42,42,42,epochs50_lr001_default,False,,,,True,0.21301279999897815,1797.75,0.6849783062934875,0.1093169755045118,-0.0006846678010524743,0.09740186248433857,-0.0013978210498742927,0.0028654582648353077,0.0024009146532388836
validation,low_score_fraud,5,1564995,1,0,0.051528328231145816,1,93,1790,0.10885778069496155,False,1.0507719796425092,0.0092246322612814,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,-0.014587849218782756,0.37319278717041016,0.008263587951660156,0.05112595406056293,0.0004023741705828851,42,42,42,epochs50_lr001_default,False,,,,True,0.1886293999996269,1797.83203125,0.23371005058288574,0.0,-0.014587849218782756,0.0,-0.014587849218782756,0.0,-0.014587849218782756
validation,low_score_fraud,6,52719,1,0,0.057132294754378865,3,147,2964,0.4507308304309845,False,1.21007737931266,0.0050713153724247,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.008049956732010588,0.0908618047882418,0.3746727705001831,0.037629127502441406,0.05513873883965002,0.0019935559147288423,42,42,42,epochs50_lr001_default,False,,,,False,0.2030533000070136,1797.83203125,0.7253479361534119,0.14519695672275668,-0.007806455378067456,0.14519695672275668,-0.007806455378067456,0.05053895149568999,-0.00029516241547566935
validation,low_score_fraud,7,2805025,1,0,0.07388245167319989,7,766,4387,-0.16665349900722504,False,0.922389722207588,0.0035050451407328,1.0,1,8,7,False,1,0.8571428571428572,0.8571428571428572,0.07795351819477436,-0.0015295755576880676,0.37956979870796204,-0.015401840209960938,0.07494324566178828,-0.001060793988588396,42,42,42,epochs50_lr001_default,False,,,,True,0.20107550000830088,1797.85546875,0.7341785430908203,0.09270637507463719,-0.0010460111408847617,0.050453727999591136,-0.0012216997917759986,0.0028151728411217602,-0.00036400750856491193
validation,low_score_fraud,8,2165937,1,0,0.07507944075137418,4,114,2038,-1.1204705238342285,False,0.4779317713857864,0.003845283872427,1.0,1,5,4,False,1,0.75,0.8571428571428572,0.01306922080173134,-0.0012246520302887642,0.4596922695636749,-0.09733104705810547,0.08212414798456222,-0.007044707233188036,42,42,42,epochs50_lr001_default,False,,,,True,0.2172794999933103,1797.81640625,0.7925516366958618,0.01306922080173134,-0.0012246520302887642,0.0009029174103578619,0.0013396003101756593,0.04343859992239363,-0.005590099045656216
validation,low_score_fraud,9,1069626,1,0,0.08541636964002877,1,255,5851,0.5034794211387634,False,1.2346570760799485,0.003611772842542,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.09766189635337286,0.3727357089519501,0.0421600341796875,0.0821798602197571,0.003236509420271677,42,42,42,epochs50_lr001_default,False,,,,False,0.18892090000736061,1797.81640625,0.23705798387527466,0.0,0.09766189635337286,0.0,0.09766189635337286,0.0,0.09766189635337286
validation,low_score_normal_control,0,2085609,0,0,0.15020711974936315,3,1215,1915,0.390248566865921,False,1.181893953170549,0.0055784622847441,1.0,1,3,3,False,1,0.6666666666666667,0.8571428571428572,0.004872757652586768,0.05908195726083976,0.3729970157146454,0.03243374824523926,0.14611391250622663,0.004093207243136526,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,False,0.1951870000048075,1797.83203125,0.6327782273292542,0.004872757652586768,0.05908195726083976,0.05794373011886933,-0.0014675893855227162,0.05794373011886933,-0.0014675893855227162
validation,low_score_normal_control,1,1089423,0,0,0.12150047084928754,3,1648,1922,-0.15112824738025665,False,0.9296241514013728,0.0021598272138228,1.0,1,4,3,False,1,0.6666666666666667,0.8571428571428572,0.037102981483825515,-0.006929589140975301,0.3780314326286316,-0.014068365097045898,0.12301011526108499,-0.0015096444117974478,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,True,0.18313329998636618,1797.8359375,0.7251351475715637,0.017666106100192036,0.030745989961380005,0.017666106100192036,0.030745989961380005,0.017666106100192036,0.030745989961380005
validation,low_score_normal_control,2,490544,0,0,0.19838267548320293,1,475,1730,1.6503223180770874,False,1.7690608851294782,0.0015906680805938,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,-0.041923415853260426,0.37520524859428406,0.14066922664642334,0.17695685183712856,0.02142582364607437,42,42,42,epochs50_lr001_default,True,1.0,1.0,True,True,0.19358370000554714,1797.83984375,0.2338823825120926,0.0,-0.041923415853260426,0.0,-0.041923415853260426,0.0,-0.041923415853260426
validation,low_score_normal_control,3,497319,0,0,0.2151834592056273,2,802,3639,-0.8774855136871338,False,0.5911575027614715,0.0039082855653986,1.0,1,3,2,False,1,0.5,0.8571428571428572,0.015015865678831508,0.09314455524548193,0.5073484778404236,-0.07645964622497559,0.2283768134259414,-0.013193354220314119,42,42,42,epochs50_lr001_default,False,,,,False,0.18518319999566302,1797.8515625,0.6271246671676636,0.09314455524548193,-0.015015865678831508,0.09314455524548193,-0.015015865678831508,0.015015865678831508,0.09314455524548193
validation,low_score_normal_control,4,1630536,0,0,0.02132269768984523,1,1655,1555,-0.23542380332946777,False,0.8903442576801882,0.0014753614635585,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.0013236041471373916,0.3775699734687805,-0.02130889892578125,0.021771937940969727,-0.00044924025112449625,42,42,42,epochs50_lr001_default,False,,,,False,0.20406269999512006,1797.86328125,0.23356056213378906,0.0,0.0013236041471373916,0.0,0.0013236041471373916,0.0,0.0013236041471373916
validation,low_score_normal_control,5,1263965,0,0,0.06737498401895603,1,208,1543,-0.9377533197402954,False,0.5630740109438245,0.0075187969924812,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,-0.006597240983041042,0.37819749116897583,-0.08163642883300781,0.07268940084152296,-0.005314416822566934,42,42,42,epochs50_lr001_default,False,,,,True,0.18680300000414718,1797.86328125,0.23365773260593414,0.0,-0.006597240983041042,0.0,-0.006597240983041042,0.0,-0.006597240983041042
validation,low_score_normal_control,6,2723736,0,0,0.2004980145547645,1,1048,1967,-0.2989056408405304,False,0.8607631031494194,0.003526922172584,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.038940935856100034,0.37906888127326965,-0.026761889457702637,0.20482230908635152,-0.004324294531587031,42,42,42,epochs50_lr001_default,False,,,,False,0.212505899995449,1797.875,0.23338457942008972,0.0,0.038940935856100034,0.0,0.038940935856100034,0.0,0.038940935856100034
validation,low_score_normal_control,7,2661325,0,0,0.15200347444432608,1,52,3882,3.0715558528900146,False,2.4313247036651293,0.008367707719505,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.019654501384913314,0.3765486478805542,0.2627476453781128,0.12113551856990631,0.03086795587441976,42,42,42,epochs50_lr001_default,False,,,,False,0.19976279999536928,1797.8828125,0.2367677092552185,0.0,0.019654501384913314,0.0,0.019654501384913314,0.0,0.019654501384913314
validation,low_score_normal_control,8,1718900,0,0,0.006626811883863048,1,52,3882,3.0715558528900146,False,2.4313247036651293,0.008367707719505,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,0.00044682953526720137,0.37544766068458557,0.26274776458740234,0.005103407501253467,0.001523404382609581,42,42,42,epochs50_lr001_default,False,,,,False,0.2011763000045903,1797.88671875,0.23683014512062073,0.0,0.00044682953526720137,0.0,0.00044682953526720137,0.0,0.00044682953526720137
validation,low_score_normal_control,9,2300608,0,0,0.19766268877443866,1,831,2080,1.200743317604065,False,1.5595668329430925,0.0055890900961323,1.0,1,2,1,False,1,0.0,0.8571428571428572,0.0,-0.051913013452420165,0.3748904764652252,0.10205209255218506,0.1819756504900851,0.015687038284353555,42,42,42,epochs50_lr001_default,False,,,,True,0.20524319999094587,1797.89453125,0.2340882271528244,0.0,-0.051913013452420165,0.0,-0.051913013452420165,0.0,-0.051913013452420165
